Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,USDA1021,WSM1022
surA,surA,Chaperone SurA,2,2,1.0,1,2416,,,,948,948,948.0,USDA1021_01266,WSM1022_00937
glsA,glsA,Thermolabile glutaminase,2,2,1.0,1,2415,,,,948,948,948.0,USDA1021_00589,WSM1022_01650
rhaR_10,rhaR_10,HTH-type transcriptional activator RhaR,2,2,1.0,1,2413,,,,951,951,951.0,USDA1021_06165,WSM1022_05726
hdfR_9,hdfR_9,HTH-type transcriptional regulator HdfR,2,2,1.0,1,2412,,,,951,951,951.0,USDA1021_05765,WSM1022_00524
rbsB_4,rbsB_4,Ribose import binding protein RbsB,2,2,1.0,1,2411,,,,951,951,951.0,USDA1021_05513,WSM1022_05473
rbsB_3,rbsB_3,Ribose import binding protein RbsB,2,2,1.0,1,2410,,,,951,951,951.0,USDA1021_04910,WSM1022_03727
group_918,,hypothetical protein,2,2,1.0,1,2409,,,,951,951,951.0,USDA1021_04710,WSM1022_04620
gsiC_9,gsiC_9,Glutathione transport system permease protein GsiC,2,2,1.0,1,2408,,,,951,951,951.0,USDA1021_04148,WSM1022_04053
dppC_2,dppC_2,Dipeptide transport system permease protein DppC,2,2,1.0,1,2405,,,,951,951,951.0,USDA1021_03025,WSM1022_02556
group_916,,hypothetical protein,2,2,1.0,1,2404,,,,951,951,951.0,USDA1021_02806,WSM1022_02777
group_914,,hypothetical protein,2,2,1.0,1,2402,,,,951,951,951.0,USDA1021_02197,WSM1022_03352
yajO_2,yajO_2,1-deoxyxylulose-5-phosphate synthase YajO,2,2,1.0,1,2401,,,,951,951,951.0,USDA1021_01957,WSM1022_00059
ctaB,ctaB,Protoheme IX farnesyltransferase,2,2,1.0,1,2400,,,,951,951,951.0,USDA1021_01602,WSM1022_00662
ydcU,ydcU,Inner membrane ABC transporter permease protein YdcU,2,2,1.0,1,2399,,,,951,951,951.0,USDA1021_00013,WSM1022_02223
araH_2,araH_2,L-arabinose transport system permease protein AraH,2,2,1.0,1,2397,,,,954,954,954.0,USDA1021_06792,WSM1022_06382
group_911,,hypothetical protein,2,2,1.0,1,2395,,,,954,954,954.0,USDA1021_06455,WSM1022_06013
group_910,,hypothetical protein,2,2,1.0,1,2394,,,,954,954,954.0,USDA1021_06159,WSM1022_05720
oxyR_3,oxyR_3,Hydrogen peroxide-inducible genes activator,2,2,1.0,1,2393,,,,954,954,954.0,USDA1021_05763,WSM1022_00522
ydaD_1,ydaD_1,General stress protein 39,2,2,1.0,1,2392,,,,954,954,954.0,USDA1021_04929,WSM1022_03708
pgrR_15,pgrR_15,HTH-type transcriptional regulator PgrR,2,2,1.0,1,2391,,,,954,954,954.0,USDA1021_04294,WSM1022_04166
eryD_3,eryD_3,Erythritol catabolism regulatory protein EryD,2,2,1.0,1,2388,,,,954,954,954.0,USDA1021_03183,WSM1022_02399
mhqA,mhqA,Putative ring-cleaving dioxygenase MhqA,2,2,1.0,1,2387,,,,954,954,954.0,USDA1021_03132,WSM1022_02446
aroE_2,aroE_2,Shikimate dehydrogenase (NADP(+)),2,2,1.0,1,2386,,,,954,954,954.0,USDA1021_03066,WSM1022_02516
accA,accA,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,2,2,1.0,1,2385,,,,954,954,954.0,USDA1021_02926,WSM1022_02651
rihB_1,rihB_1,Pyrimidine-specific ribonucleoside hydrolase RihB,2,2,1.0,1,2384,,,,954,954,954.0,USDA1021_02699,WSM1022_02895
group_909,,hypothetical protein,2,2,1.0,1,2383,,,,954,954,954.0,USDA1021_02424,WSM1022_03112
group_908,,hypothetical protein,2,2,1.0,1,2382,,,,954,954,954.0,USDA1021_02380,WSM1022_03167
cysD_1,cysD_1,Sulfate adenylyltransferase subunit 2,2,2,1.0,1,2381,,,,954,954,954.0,USDA1021_01562,WSM1022_00725
group_907,,hypothetical protein,2,2,1.0,1,2380,,,,954,954,954.0,USDA1021_01280,WSM1022_00923
group_906,,hypothetical protein,2,2,1.0,1,2379,,,,954,954,954.0,USDA1021_00218,WSM1022_02022
lpxC,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,2,2,1.0,1,2378,,,,954,954,954.0,USDA1021_00114,WSM1022_02124
ribN_1,ribN_1,Riboflavin transporter,2,2,1.0,1,2377,,,,954,954,954.0,USDA1021_00076,WSM1022_02162
ubiA,ubiA,4-hydroxybenzoate octaprenyltransferase,2,2,1.0,1,2372,,,,957,957,957.0,USDA1021_05863,WSM1022_00620
rbsC_14,rbsC_14,Ribose import permease protein RbsC,2,2,1.0,1,2371,,,,957,957,957.0,USDA1021_05360,WSM1022_05325
group_902,,5-dehydro-4-deoxyglucarate dehydratase,2,2,1.0,1,2370,,,,957,957,957.0,USDA1021_05265,WSM1022_05231
group_901,,hypothetical protein,2,2,1.0,1,2368,,,,957,957,957.0,USDA1021_03276,WSM1022_02305
group_900,,hypothetical protein,2,2,1.0,1,2367,,,,957,957,957.0,USDA1021_03232,WSM1022_02353
dmlR_5,dmlR_5,HTH-type transcriptional regulator DmlR,2,2,1.0,1,2366,,,,957,957,957.0,USDA1021_02767,WSM1022_02827
group_899,,hypothetical protein,2,2,1.0,1,2365,,,,957,957,957.0,USDA1021_01459,WSM1022_00827
speB,speB,Agmatinase,2,2,1.0,1,2363,,,,957,957,957.0,USDA1021_01173,WSM1022_01028
group_896,,hypothetical protein,2,2,1.0,1,2361,,,,960,960,960.0,USDA1021_06239,WSM1022_05800
group_895,ccpA_3,Catabolite control protein A,2,2,1.0,1,2360,,,,960,960,960.0,USDA1021_05401,WSM1022_05367
group_894,,hypothetical protein,2,2,1.0,1,2359,,,,960,960,960.0,USDA1021_04451,WSM1022_04298
dppC_4,dppC_4,Dipeptide transport system permease protein DppC,2,2,1.0,1,2358,,,,960,960,960.0,USDA1021_04429,WSM1022_04275
htpX,htpX,Protease HtpX,2,2,1.0,1,2356,,,,960,960,960.0,USDA1021_02271,WSM1022_03275
ghrA_1,ghrA_1,Glyoxylate/hydroxypyruvate reductase A,2,2,1.0,1,2355,,,,960,960,960.0,USDA1021_02100,WSM1022_03451
group_892,,hypothetical protein,2,2,1.0,1,2354,,,,960,960,960.0,USDA1021_01865,WSM1022_00154
group_891,,hypothetical protein,2,2,1.0,1,2353,,,,960,960,960.0,USDA1021_01502,WSM1022_00784
psuK,psuK,Pseudouridine kinase,2,2,1.0,1,2352,,,,960,960,960.0,USDA1021_00575,WSM1022_01660
eryD_1,eryD_1,Erythritol catabolism regulatory protein EryD,2,2,1.0,1,2351,,,,960,960,960.0,USDA1021_00038,WSM1022_02198
group_890,,hypothetical protein,2,2,1.0,1,2349,,,,963,963,963.0,USDA1021_06460,WSM1022_06018
group_889,,hypothetical protein,2,2,1.0,1,2348,,,,963,963,963.0,USDA1021_06445,WSM1022_06003
rbsC_20,rbsC_20,Ribose import permease protein RbsC,2,2,1.0,1,2347,,,,963,963,963.0,USDA1021_06356,WSM1022_05914
ytfQ_1,ytfQ_1,ABC transporter periplasmic-binding protein YtfQ,2,2,1.0,1,2346,,,,963,963,963.0,USDA1021_06285,WSM1022_05844
glyQ,glyQ,Glycine--tRNA ligase alpha subunit,2,2,1.0,1,2345,,,,963,963,963.0,USDA1021_05848,WSM1022_00607
group_888,,hypothetical protein,2,2,1.0,1,2344,,,,963,963,963.0,USDA1021_05127,WSM1022_05093
dapA_4,dapA_4,4-hydroxy-tetrahydrodipicolinate synthase,2,2,1.0,1,2343,,,,963,963,963.0,USDA1021_05119,WSM1022_05085
group_887,gsiA_10,Glutathione import ATP-binding protein GsiA,2,2,1.0,1,2342,,,,963,963,963.0,USDA1021_04975,WSM1022_03660
group_886,,hypothetical protein,2,2,1.0,1,2340,,,,963,963,963.0,USDA1021_03012,WSM1022_02566
mdh_2,mdh_2,Malate dehydrogenase,2,2,1.0,1,2339,,,,963,963,963.0,USDA1021_02486,WSM1022_03051
pip_1,pip_1,Proline iminopeptidase,2,2,1.0,1,2338,,,,963,963,963.0,USDA1021_01301,WSM1022_00901
group_885,,hypothetical protein,2,2,1.0,1,2337,,,,963,963,963.0,USDA1021_00708,WSM1022_01483
acsE,acsE,5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase,2,2,1.0,1,2336,,,,963,963,963.0,USDA1021_00389,WSM1022_01844
pdxA2_1,pdxA2_1,D-threonate 4-phosphate dehydrogenase,2,2,1.0,1,2335,,,,966,966,966.0,USDA1021_05226,WSM1022_05194
group_884,,hypothetical protein,2,2,1.0,1,2334,,,,966,966,966.0,USDA1021_04881,WSM1022_03756
group_882,,hypothetical protein,2,2,1.0,1,2331,,,,966,966,966.0,USDA1021_04326,WSM1022_04195
rbsB_2,rbsB_2,Ribose import binding protein RbsB,2,2,1.0,1,2328,,,,966,966,966.0,USDA1021_03054,WSM1022_02526
cntB,cntB,Carnitine monooxygenase reductase subunit,2,2,1.0,1,2327,,,,966,966,966.0,USDA1021_02150,WSM1022_03401
group_881,,putative NTE family protein,2,2,1.0,1,2326,,,,966,966,966.0,USDA1021_00986,WSM1022_01209
group_880,,hypothetical protein,2,2,1.0,1,2325,,,,966,966,966.0,USDA1021_00572,WSM1022_01663
czcD,czcD,Cadmium cobalt and zinc/H(+)-K(+) antiporter,2,2,1.0,1,2324,,,,966,966,966.0,USDA1021_00378,WSM1022_01855
pssM,pssM,Exopolysaccharide glucosyl ketal-pyruvate-transferase,2,2,1.0,1,2322,,,,969,969,969.0,USDA1021_06240,WSM1022_05801
group_877,,hypothetical protein,2,2,1.0,1,2319,,,,969,969,969.0,USDA1021_06541,WSM1022_06097
yjfF,yjfF,Inner membrane ABC transporter permease protein YjfF,2,2,1.0,1,2318,,,,969,969,969.0,USDA1021_06282,WSM1022_05841
rbsB_5,rbsB_5,Ribose import binding protein RbsB,2,2,1.0,1,2317,,,,969,969,969.0,USDA1021_06168,WSM1022_05728
group_876,,hypothetical protein,2,2,1.0,1,2316,,,,969,969,969.0,USDA1021_05911,WSM1022_05522
group_875,,2-haloacrylate reductase,2,2,1.0,1,2315,,,,969,969,969.0,USDA1021_05041,WSM1022_03589
group_874,,Arylesterase,2,2,1.0,1,2314,,,,969,969,969.0,USDA1021_04029,WSM1022_03947
gsiC_5,gsiC_5,Glutathione transport system permease protein GsiC,2,2,1.0,1,2313,,,,969,969,969.0,USDA1021_03026,WSM1022_02555
group_873,,2-ketogluconate reductase,2,2,1.0,1,2312,,,,969,969,969.0,USDA1021_02739,WSM1022_02855
cysK1,cysK1,O-acetylserine sulfhydrylase,2,2,1.0,1,2310,,,,969,969,969.0,USDA1021_01911,WSM1022_00107
lipA,lipA,Lipoyl synthase,2,2,1.0,1,2307,,,,969,969,969.0,USDA1021_00952,WSM1022_01243
group_868,,hypothetical protein,2,2,1.0,1,2305,,,,969,969,969.0,USDA1021_00291,WSM1022_01951
gcvA_11,gcvA_11,Glycine cleavage system transcriptional activator,2,2,1.0,1,2304,,,,972,972,972.0,USDA1021_05816,WSM1022_00574
group_867,,hypothetical protein,2,2,1.0,1,2303,,,,972,972,972.0,USDA1021_05188,WSM1022_05156
group_865,,hypothetical protein,2,2,1.0,1,2299,,,,972,972,972.0,USDA1021_02645,WSM1022_02948
rfuD,rfuD,putative riboflavin import permease protein RfuD,2,2,1.0,1,2298,,,,972,972,972.0,USDA1021_02124,WSM1022_03427
fabH,fabH,3-oxoacyl-[acyl-carrier-protein] synthase 3,2,2,1.0,1,2296,,,,972,972,972.0,USDA1021_01193,WSM1022_01011
cdhR_1,cdhR_1,HTH-type transcriptional regulator CdhR,2,2,1.0,1,2295,,,,972,972,972.0,USDA1021_00031,WSM1022_02205
ywlC,ywlC,Threonylcarbamoyl-AMP synthase,2,2,1.0,1,2292,,,,975,975,975.0,USDA1021_05867,WSM1022_00624
group_861,,Hydrazine synthase subunit beta,2,2,1.0,1,2291,,,,975,975,975.0,USDA1021_05190,WSM1022_05158
group_860,,hypothetical protein,2,2,1.0,1,2290,,,,975,975,975.0,USDA1021_05149,WSM1022_05115
group_859,,hypothetical protein,2,2,1.0,1,2289,,,,975,975,975.0,USDA1021_04997,WSM1022_03638
gsiC_13,gsiC_13,Glutathione transport system permease protein GsiC,2,2,1.0,1,2288,,,,975,975,975.0,USDA1021_04862,WSM1022_04677
arcC2,arcC2,Carbamate kinase 2,2,2,1.0,1,2287,,,,975,975,975.0,USDA1021_04705,WSM1022_04615
ghrB_2,ghrB_2,Glyoxylate/hydroxypyruvate reductase B,2,2,1.0,1,2286,,,,975,975,975.0,USDA1021_04447,WSM1022_04294
group_857,,hypothetical protein,2,2,1.0,1,2284,,,,975,975,975.0,USDA1021_04175,WSM1022_04080
rbsC_1,rbsC_1,Ribose import permease protein RbsC,2,2,1.0,1,2280,,,,975,975,975.0,USDA1021_02234,WSM1022_03312
cdhR_4,cdhR_4,HTH-type transcriptional regulator CdhR,2,2,1.0,1,2279,,,,975,975,975.0,USDA1021_02165,WSM1022_03386
group_855,,Adenine deaminase,2,2,1.0,1,2278,,,,975,975,975.0,USDA1021_02119,WSM1022_03432
trxB_1,trxB_1,Thioredoxin reductase,2,2,1.0,1,2277,,,,975,975,975.0,USDA1021_00831,WSM1022_01364
perR_1,perR_1,HTH-type transcriptional regulator PerR,2,2,1.0,1,2276,,,,975,975,975.0,USDA1021_00677,WSM1022_01570
murB,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,2,2,1.0,1,2275,,,,975,975,975.0,USDA1021_00107,WSM1022_02131
group_853,,hypothetical protein,2,2,1.0,1,2270,,,,978,978,978.0,USDA1021_06422,WSM1022_05980
group_852,,Solute-binding protein,2,2,1.0,1,2269,,,,978,978,978.0,USDA1021_06377,WSM1022_05935
group_851,paoB_2,Aldehyde oxidoreductase FAD-binding subunit PaoB,2,2,1.0,1,2268,,,,978,978,978.0,USDA1021_06314,WSM1022_05873
siaP_3,siaP_3,Sialic acid-binding periplasmic protein SiaP,2,2,1.0,1,2267,,,,978,978,978.0,USDA1021_06208,WSM1022_05767
mnmC_1,mnmC_1,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,2,2,1.0,1,2265,,,,978,978,978.0,USDA1021_05421,WSM1022_05380
group_849,,hypothetical protein,2,2,1.0,1,2264,,,,978,978,978.0,USDA1021_05350,WSM1022_05315
group_848,,hypothetical protein,2,2,1.0,1,2263,,,,978,978,978.0,USDA1021_05092,WSM1022_05058
dinG,dinG,3'-5' exonuclease DinG,2,2,1.0,1,2262,,,,978,978,978.0,USDA1021_04890,WSM1022_03747
group_847,,hypothetical protein,2,2,1.0,1,2261,,,,978,978,978.0,USDA1021_04299,WSM1022_04171
qorA_1,qorA_1,Quinone oxidoreductase 1,2,2,1.0,1,2259,,,,978,978,978.0,USDA1021_00711,WSM1022_01480
group_846,,Solute-binding protein,2,2,1.0,1,2258,,,,978,978,978.0,USDA1021_00681,WSM1022_01566
group_845,,2-haloacrylate reductase,2,2,1.0,1,2257,,,,981,981,981.0,USDA1021_06510,WSM1022_06067
deoR_2,deoR_2,Deoxyribonucleoside regulator,2,2,1.0,1,2256,,,,981,981,981.0,USDA1021_06173,WSM1022_05733
gbpR_2,gbpR_2,HTH-type transcriptional regulator GbpR,2,2,1.0,1,2255,,,,981,981,981.0,USDA1021_06130,WSM1022_05688
corA_3,corA_3,Magnesium transport protein CorA,2,2,1.0,1,2254,,,,981,981,981.0,USDA1021_05828,WSM1022_00587
group_844,,hypothetical protein,2,2,1.0,1,2253,,,,981,981,981.0,USDA1021_05759,WSM1022_00518
lsrC_2,lsrC_2,Autoinducer 2 import system permease protein LsrC,2,2,1.0,1,2252,,,,981,981,981.0,USDA1021_05589,WSM1022_00374
galE_2,galE_2,UDP-glucose 4-epimerase,2,2,1.0,1,2251,,,,981,981,981.0,USDA1021_04695,WSM1022_04605
syrM1_3,syrM1_3,HTH-type transcriptional regulator SyrM 1,2,2,1.0,1,2250,,,,981,981,981.0,USDA1021_04623,WSM1022_04485
ephA,ephA,Epoxide hydrolase A,2,2,1.0,1,2249,,,,981,981,981.0,USDA1021_04028,WSM1022_03946
nudC,nudC,NADH pyrophosphatase,2,2,1.0,1,2248,,,,981,981,981.0,USDA1021_02026,WSM1022_03533
group_843,,hypothetical protein,2,2,1.0,1,2247,,,,981,981,981.0,USDA1021_01921,WSM1022_00096
thrB_1,thrB_1,Homoserine kinase,2,2,1.0,1,2246,,,,981,981,981.0,USDA1021_01594,WSM1022_00670
group_842,,hypothetical protein,2,2,1.0,1,2245,,,,981,981,981.0,USDA1021_00849,WSM1022_01344
hemF,hemF,Oxygen-dependent coproporphyrinogen-III oxidase,2,2,1.0,1,2244,,,,981,981,981.0,USDA1021_00549,WSM1022_01686
group_841,,putative protein,2,2,1.0,1,2243,,,,981,981,981.0,USDA1021_00229,WSM1022_02011
araF,araF,L-arabinose-binding periplasmic protein,2,2,1.0,1,2239,,,,984,984,984.0,USDA1021_06790,WSM1022_06380
ytfQ_2,ytfQ_2,ABC transporter periplasmic-binding protein YtfQ,2,2,1.0,1,2238,,,,984,984,984.0,USDA1021_06385,WSM1022_05943
group_838,ctaC_2,Cytochrome c oxidase subunit 2,2,2,1.0,1,2237,,,,984,984,984.0,USDA1021_06363,WSM1022_05921
group_837,,hypothetical protein,2,2,1.0,1,2236,,,,984,984,984.0,USDA1021_06299,WSM1022_05858
denD_2,denD_2,D-erythronate dehydrogenase,2,2,1.0,1,2235,,,,984,984,984.0,USDA1021_05919,WSM1022_05532
ribF,ribF,Bifunctional riboflavin kinase/FMN adenylyltransferase,2,2,1.0,1,2234,,,,984,984,984.0,USDA1021_05795,WSM1022_00554
group_836,,Purine-binding protein,2,2,1.0,1,2233,,,,984,984,984.0,USDA1021_05245,WSM1022_05213
group_835,,hypothetical protein,2,2,1.0,1,2232,,,,984,984,984.0,USDA1021_05094,WSM1022_05060
group_834,,hypothetical protein,2,2,1.0,1,2231,,,,984,984,984.0,USDA1021_05085,WSM1022_05051
denD_1,denD_1,D-erythronate dehydrogenase,2,2,1.0,1,2230,,,,984,984,984.0,USDA1021_04898,WSM1022_03739
btuD_13,btuD_13,Vitamin B12 import ATP-binding protein BtuD,2,2,1.0,1,2229,,,,984,984,984.0,USDA1021_04431,WSM1022_04277
oppD_2,oppD_2,Oligopeptide transport ATP-binding protein OppD,2,2,1.0,1,2228,,,,984,984,984.0,USDA1021_03022,WSM1022_02559
group_833,,hypothetical protein,2,2,1.0,1,2227,,,,984,984,984.0,USDA1021_02106,WSM1022_03445
group_832,,hypothetical protein,2,2,1.0,1,2226,,,,984,984,984.0,USDA1021_01971,WSM1022_00045
group_831,,hypothetical protein,2,2,1.0,1,2225,,,,984,984,984.0,USDA1021_01902,WSM1022_00116
ycjG,ycjG,L-Ala-D/L-Glu epimerase,2,2,1.0,1,2224,,,,984,984,984.0,USDA1021_00542,WSM1022_01694
paoB_3,paoB_3,Aldehyde oxidoreductase FAD-binding subunit PaoB,2,2,1.0,1,2219,,,,987,987,987.0,USDA1021_06391,WSM1022_05949
group_827,,hypothetical protein,2,2,1.0,1,2218,,,,987,987,987.0,USDA1021_06368,WSM1022_05926
galE_3,galE_3,UDP-glucose 4-epimerase,2,2,1.0,1,2217,,,,987,987,987.0,USDA1021_06247,WSM1022_05808
group_826,,hypothetical protein,2,2,1.0,1,2216,,,,987,987,987.0,USDA1021_05478,WSM1022_05437
rclR_2,rclR_2,RCS-specific HTH-type transcriptional activator RclR,2,2,1.0,1,2215,,,,987,987,987.0,USDA1021_05410,WSM1022_05375
fgd1,fgd1,F420-dependent glucose-6-phosphate dehydrogenase,2,2,1.0,1,2214,,,,987,987,987.0,USDA1021_05272,WSM1022_05238
cytR_2,cytR_2,HTH-type transcriptional repressor CytR,2,2,1.0,1,2213,,,,987,987,987.0,USDA1021_05218,WSM1022_05185
group_825,,hypothetical protein,2,2,1.0,1,2212,,,,987,987,987.0,USDA1021_05068,WSM1022_05035
group_824,,Purine-binding protein,2,2,1.0,1,2211,,,,987,987,987.0,USDA1021_05054,WSM1022_03579
oppD_5,oppD_5,Oligopeptide transport ATP-binding protein OppD,2,2,1.0,1,2210,,,,987,987,987.0,USDA1021_04430,WSM1022_04276
nuoH_2,nuoH_2,NADH-quinone oxidoreductase subunit H,2,2,1.0,1,2209,,,,987,987,987.0,USDA1021_04351,WSM1022_04220
qmcA,qmcA,Protein QmcA,2,2,1.0,1,2208,,,,987,987,987.0,USDA1021_02801,WSM1022_02794
iolG_3,iolG_3,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,2,2,1.0,1,2207,,,,987,987,987.0,USDA1021_01956,WSM1022_00060
iolS,iolS,Aldo-keto reductase IolS,2,2,1.0,1,2206,,,,987,987,987.0,USDA1021_01783,WSM1022_00237
tolQ_1,tolQ_1,Tol-Pal system protein TolQ,2,2,1.0,1,2205,,,,987,987,987.0,USDA1021_00890,WSM1022_01302
group_823,,hypothetical protein,2,2,1.0,1,2204,,,,987,987,987.0,USDA1021_00837,WSM1022_01358
kdsD_2,kdsD_2,Arabinose 5-phosphate isomerase KdsD,2,2,1.0,1,2202,,,,990,990,990.0,USDA1021_06737,WSM1022_06308
rbsB_6,rbsB_6,Ribose import binding protein RbsB,2,2,1.0,1,2201,,,,990,990,990.0,USDA1021_06257,WSM1022_05819
zntB,zntB,Zinc transport protein ZntB,2,2,1.0,1,2200,,,,990,990,990.0,USDA1021_05873,WSM1022_00630
group_821,,hypothetical protein,2,2,1.0,1,2199,,,,990,990,990.0,USDA1021_05652,WSM1022_00433
lsrB_2,lsrB_2,Autoinducer 2-binding protein LsrB,2,2,1.0,1,2198,,,,990,990,990.0,USDA1021_05587,WSM1022_00372
cdhR_7,cdhR_7,HTH-type transcriptional regulator CdhR,2,2,1.0,1,2196,,,,990,990,990.0,USDA1021_05321,WSM1022_05288
group_818,,Type IV secretion system protein VirB11,2,2,1.0,1,2194,,,,990,990,990.0,USDA1021_04478,WSM1022_04322
luxA,luxA,Alkanal monooxygenase alpha chain,2,2,1.0,1,2192,,,,990,990,990.0,USDA1021_02855,WSM1022_02730
group_817,,hypothetical protein,2,2,1.0,1,2191,,,,990,990,990.0,USDA1021_02734,WSM1022_02860
rbsB_1,rbsB_1,Ribose import binding protein RbsB,2,2,1.0,1,2190,,,,990,990,990.0,USDA1021_02236,WSM1022_03310
corA_1,corA_1,Magnesium transport protein CorA,2,2,1.0,1,2189,,,,990,990,990.0,USDA1021_01932,WSM1022_00085
rbsC_22,rbsC_22,Ribose import permease protein RbsC,2,2,1.0,1,2185,,,,993,993,993.0,USDA1021_06388,WSM1022_05946
group_814,,hypothetical protein,2,2,1.0,1,2184,,,,993,993,993.0,USDA1021_06374,WSM1022_05932
group_813,,hypothetical protein,2,2,1.0,1,2183,,,,993,993,993.0,USDA1021_06232,WSM1022_05793
idhA,idhA,Inositol 2-dehydrogenase,2,2,1.0,1,2182,,,,993,993,993.0,USDA1021_06126,WSM1022_05685
group_812,,hypothetical protein,2,2,1.0,1,2181,,,,993,993,993.0,USDA1021_05465,WSM1022_05424
rbsC_13,rbsC_13,Ribose import permease protein RbsC,2,2,1.0,1,2180,,,,993,993,993.0,USDA1021_05359,WSM1022_05324
gutB,gutB,Sorbitol dehydrogenase,2,2,1.0,1,2179,,,,993,993,993.0,USDA1021_05132,WSM1022_05098
dhaK2,dhaK-2,PTS-dependent dihydroxyacetone kinase 2 dihydroxyacetone-binding subunit DhaK,2,2,1.0,1,2178,,,,993,993,993.0,USDA1021_05069,WSM1022_05036
group_811,,hypothetical protein,2,2,1.0,1,2177,,,,993,993,993.0,USDA1021_04905,WSM1022_03732
cdhR_5,cdhR_5,HTH-type transcriptional regulator CdhR,2,2,1.0,1,2176,,,,993,993,993.0,USDA1021_04373,WSM1022_04242
group_809,,hypothetical protein,2,2,1.0,1,2173,,,,993,993,993.0,USDA1021_03168,WSM1022_02413
group_808,,hypothetical protein,2,2,1.0,1,2172,,,,993,993,993.0,USDA1021_03089,WSM1022_02485
rbsC_3,rbsC_3,Ribose import permease protein RbsC,2,2,1.0,1,2171,,,,993,993,993.0,USDA1021_03056,WSM1022_02524
group_807,,hypothetical protein,2,2,1.0,1,2170,,,,993,993,993.0,USDA1021_02938,WSM1022_02640
group_806,,hypothetical protein,2,2,1.0,1,2169,,,,993,993,993.0,USDA1021_02623,WSM1022_02971
xerC_3,xerC_3,Tyrosine recombinase XerC,2,2,1.0,1,2168,,,,993,993,993.0,USDA1021_02496,WSM1022_03040
group_805,,hypothetical protein,2,2,1.0,1,2167,,,,993,993,993.0,USDA1021_02411,WSM1022_03137
ydjH_1,ydjH_1,putative sugar kinase YdjH,2,2,1.0,1,2166,,,,993,993,993.0,USDA1021_02084,WSM1022_03467
tmpC,tmpC,Membrane lipoprotein TmpC,2,2,1.0,1,2165,,,,993,993,993.0,USDA1021_02046,WSM1022_03506
hslO,hslO,33 kDa chaperonin,2,2,1.0,1,2164,,,,993,993,993.0,USDA1021_01741,WSM1022_00279
rluC,rluC,Ribosomal large subunit pseudouridine synthase C,2,2,1.0,1,2163,,,,993,993,993.0,USDA1021_01019,WSM1022_01176
yhdN_1,yhdN_1,Aldo-keto reductase YhdN,2,2,1.0,1,2160,,,,996,996,996.0,USDA1021_01962,WSM1022_00054
rbsC_18,rbsC_18,Ribose import permease protein RbsC,2,2,1.0,1,2159,,,,996,996,996.0,USDA1021_06170,WSM1022_05730
group_802,,hypothetical protein,2,2,1.0,1,2158,,,,996,996,996.0,USDA1021_06134,WSM1022_05692
araH_1,araH_1,L-arabinose transport system permease protein AraH,2,2,1.0,1,2157,,,,996,996,996.0,USDA1021_06039,WSM1022_05650
ipsA,ipsA,HTH-type transcriptional regulator IpsA,2,2,1.0,1,2156,,,,996,996,996.0,USDA1021_05087,WSM1022_05053
dctP,dctP,Solute-binding protein,2,2,1.0,1,2155,,,,996,996,996.0,USDA1021_05063,WSM1022_05030
rbsC_9,rbsC_9,Ribose import permease protein RbsC,2,2,1.0,1,2154,,,,996,996,996.0,USDA1021_04882,WSM1022_03755
rhaR_7,rhaR_7,HTH-type transcriptional activator RhaR,2,2,1.0,1,2153,,,,996,996,996.0,USDA1021_04227,WSM1022_04127
group_801,,hypothetical protein,2,2,1.0,1,2152,,,,996,996,996.0,USDA1021_04212,WSM1022_04111
cobS,cobS,Aerobic cobaltochelatase subunit CobS,2,2,1.0,1,2151,,,,996,996,996.0,USDA1021_02936,WSM1022_02643
group_800,,hypothetical protein,2,2,1.0,1,2150,,,,996,996,996.0,USDA1021_02792,WSM1022_02803
metAA,metAA,Homoserine O-acetyltransferase,2,2,1.0,1,2149,,,,996,996,996.0,USDA1021_02416,WSM1022_03119
coaA_2,coaA_2,Pantothenate kinase,2,2,1.0,1,2148,,,,996,996,996.0,USDA1021_02207,WSM1022_03342
group_799,,hypothetical protein,2,2,1.0,1,2147,,,,996,996,996.0,USDA1021_00978,WSM1022_01217
dppB_7,dppB_7,Dipeptide transport system permease protein DppB,2,2,1.0,1,2145,,,,999,999,999.0,USDA1021_06538,WSM1022_06094
rbsC_19,rbsC_19,Ribose import permease protein RbsC,2,2,1.0,1,2144,,,,999,999,999.0,USDA1021_06259,WSM1022_05821
yiaO_1,yiaO_1,23-diketo-L-gulonate-binding periplasmic protein YiaO,2,2,1.0,1,2143,,,,999,999,999.0,USDA1021_06025,WSM1022_05636
paaA,paaA,12-phenylacetyl-CoA epoxidase subunit A,2,2,1.0,1,2142,,,,999,999,999.0,USDA1021_05390,WSM1022_05356
ddpC_3,ddpC_3,putative DD-dipeptide transport system permease protein DdpC,2,2,1.0,1,2141,,,,999,999,999.0,USDA1021_04841,WSM1022_04719
