MtrunA17r5.0-ANR gene ID	Noble reannotated genome transcript ID
MtrunA17_Chr4g0035121	Medtr4g070360.1
MtrunA17_Chr6g0479201	Medtr6g071230.1
MtrunA17_Chr7g0238561	Medtr7g061012.1
MtrunA17_Chr6g0480681	MT4Noble_040179.1
MtrunA17_Chr4g0000411	Medtr4g005510.1
MtrunA17_Chr7g0242281	Medtr7g068310.1
MtrunA17_Chr1g0167271	Medtr1g042340.1
MtrunA17_Chr6g0450371	Medtr8g089140.1
MtrunA17_Chr5g0441581	MT35v5_contig_134295_1.1
MtrunA17_Chr6g0466081	Medtr6g039440.1
MtrunA17_Chr7g0219581	Medtr7g015240.1
MtrunA17_Chr1g0211881	Medtr1g114300.1
MtrunA17_Chr7g0215661	Medtr7g007590.1
MtrunA17_Chr3g0089391	Medtr0045s0110.1
MtrunA17_Chr4g0016891	Medtr4g051350.1
MtrunA17_Chr1g0189061	Medtr1g077870.1
MtrunA17_Chr8g0346231	Medtr8g026850.1
MtrunA17_Chr4g0066911	Medtr4g119230.1
MtrunA17_Chr1g0147951	Medtr1g009680.1
MtrunA17_Chr6g0482441	Medtr6g079090.1
MtrunA17_Chr6g0472041	Medtr6g452730.1
MtrunA17_Chr1g0181241	Medtr1g064500.1
MtrunA17_Chr2g0289411	Medtr2g025180.1
MtrunA17_Chr1g0202971	Medtr1g100820.1
MtrunA17_Chr7g0266231	Medtr7g104500.1
MtrunA17_Chr5g0395461	Medtr5g007670.1
MtrunA17_Chr7g0262641	Medtr7g099450.1
MtrunA17_Chr3g0122511	Medtr3g085380.1
MtrunA17_Chr4g0008981	Medtr4g020490.1
MtrunA17_Chr4g0025721	Medtr4g051748.1
MtrunA17_Chr4g0066861	Medtr4g119120.1
MtrunA17_Chr5g0414681	Medtr5g036180.1
MtrunA17_Chr8g0337131	Medtr0874s0010.1
MtrunA17_Chr4g0021181	Medtr7g033050.1
MtrunA17_Chr4g0048521	Medtr4g091510.1
MtrunA17_Chr8g0335081	Medtr8g005225.1
MtrunA17_Chr8g0350881	Medtr8g032950.1
MtrunA17_Chr6g0461731	Medtr6g033055.1
MtrunA17_Chr3g0087481	Medtr3g027140.1
MtrunA17_Chr7g0265761	MT35v5_contig_83730_1.1
MtrunA17_Chr3g0080991	MT35v5_AC233658_7.1
MtrunA17_Chr1g0152211	Medtr1g017520.1
MtrunA17_Chr3g0091981	Medtr3g435230.1
MtrunA17_Chr1g0185021	Medtr7g074785.1
MtrunA17_Chr6g0468671	Medtr0022s0360.1
MtrunA17_Chr8g0375901	MT35v5_AC146550_1003.1
MtrunA17_Chr1g0155751	Medtr1g023170.1
MtrunA17_Chr7g0263471	Medtr7g100430.1
MtrunA17_Chr3g0137141	Medtr3g106250.1
MtrunA17_Chr7g0252261	Medtr7g084150.1
MtrunA17_Chr2g0287381	Medtr2g021600.1
MtrunA17_Chr3g0132851	Medtr3g100180.1
MtrunA17_Chr6g0488881	Medtr6g093180.1
MtrunA17_Chr4g0061461	Medtr4g109550.1
MtrunA17_Chr5g0435221	Medtr5g079860.1
MtrunA17_Chr2g0291911	Medtr2g029300.1
MtrunA17_Chr3g0143651	Medtr3g115030.1
MtrunA17_Chr4g0040951	Medtr4g079610.1
MtrunA17_Chr5g0435151	Medtr5g079730.1
MtrunA17_Chr2g0307071	MT35v5_contig_49659_1.1
MtrunA17_Chr3g0093361	Medtr3g040700.1
MtrunA17_Chr8g0338181	Medtr8g011100.1
MtrunA17_Chr3g0085331	Medtr0425s0020.1
MtrunA17_Chr8g0362741	Medtr8g469400.1
MtrunA17_Chr3g0089221	Medtr3g030975.1
MtrunA17_Chr5g0406971	MT4Noble_031788.1
MtrunA17_Chr5g0415031	Medtr5g036670.1
MtrunA17_Chr1g0153271	Medtr1g019270.1
MtrunA17_Chr3g0136241	Medtr3g105000.1
MtrunA17_Chr8g0370031	Medtr8g072680.1
MtrunA17_Chr5g0400151	Medtr5g013930.1
MtrunA17_Chr6g0456481	Medtr6g016725.1
MtrunA17_Chr6g0467081	Medtr6g043180.1
MtrunA17_Chr6g0478981	Medtr6g471300.1
MtrunA17_Chr3g0127201	Medtr3g091820.1
MtrunA17_Chr4g0014671	Medtr4g033085.1
MtrunA17_Chr8g0346741	Medtr8g027465.1
MtrunA17_Chr1g0169381	Medtr1g046650.1
MtrunA17_Chr3g0139731	Medtr3g110042.1
MtrunA17_Chr1g0164451	Medtr7g015730.1
MtrunA17_Chr7g0266291	Medtr7g104600.1
MtrunA17_Chr3g0112461	Medtr3g069170.1
MtrunA17_Chr1g0212661	Medtr1g115400.1
MtrunA17_Chr7g0233731	Medtr7g050810.1
MtrunA17_Chr5g0443491	Medtr5g091900.1
MtrunA17_Chr8g0341681	Medtr7g024590.1
MtrunA17_Chr1g0206291	Medtr1g105615.1
MtrunA17_Chr1g0168011	Medtr8g011410.1
MtrunA17_Chr3g0122941	Medtr3g085830.1
MtrunA17_Chr8g0370571	Medtr8g073700.1
MtrunA17_Chr7g0272391	Medtr7g112910.1
MtrunA17_Chr4g0031641	MT35v5_Medtr1g015060.1
MtrunA17_Chr1g0206011	Medtr1g105460.1
MtrunA17_Chr1g0175071	Medtr1g053800.1
MtrunA17_Chr2g0294701	Medtr2g034640.1
MtrunA17_Chr8g0391381	Medtr8g104810.1
MtrunA17_Chr7g0223091	Medtr7g024250.1
MtrunA17_Chr3g0100141	Medtr3g054400.1
MtrunA17_Chr7g0241751	Medtr7g067020.1
MtrunA17_Chr2g0286781	Medtr2g020770.1
MtrunA17_Chr3g0140711	Medtr3g110600.1
MtrunA17_Chr2g0323351	Medtr2g089450.1
MtrunA17_Chr6g0466051	Medtr6g039440.1
MtrunA17_Chr4g0073441	Medtr4g130190.3
MtrunA17_Chr3g0097931	Medtr3g049400.1
MtrunA17_Chr4g0063291	Medtr4g113740.1
MtrunA17_Chr4g0051981	Medtr4g094615.1
MtrunA17_Chr3g0121401	Medtr3g083800.1
MtrunA17_Chr3g0142351	Medtr3g113210.1
MtrunA17_Chr4g0033121	Medtr4g066100.1
MtrunA17_Chr2g0309621	Medtr2g063160.1
MtrunA17_Chr3g0140661	Medtr3g110460.1
MtrunA17_Chr7g0254431	Medtr7g087170.1
MtrunA17_Chr4g0022991	Medtr0185s0010.1
MtrunA17_Chr1g0204491	MT4Noble_006486.1
MtrunA17_Chr6g0475601	Medtr6g463340.1
MtrunA17_Chr1g0162801	Medtr1g035190.1
MtrunA17_Chr4g0001991	Medtr4g007740.1
MtrunA17_Chr4g0065471	Medtr4g116930.1
MtrunA17_Chr1g0197701	Medtr1g090907.1
MtrunA17_Chr7g0262791	Medtr7g099610.1
MtrunA17_Chr2g0328091	Medtr2g096840.1
MtrunA17_Chr3g0118591	MT4Noble_018813.1
MtrunA17_Chr5g0409631	Medtr5g027230.1
MtrunA17_Chr3g0121061	Medtr3g083240.1
MtrunA17_Chr7g0274381	Medtr7g115430.1
MtrunA17_Chr2g0297531	Medtr2g438470.1
MtrunA17_Chr4g0007251	Medtr4g017440.1
MtrunA17_Chr8g0370331	Medtr8g073380.1
MtrunA17_Chr1g0155591	Medtr1g022950.1
MtrunA17_Chr8g0386891	Medtr8g098230.1
MtrunA17_Chr5g0412531	Medtr5g032670.1
MtrunA17_Chr1g0158621	Medtr1g028080.1
MtrunA17_Chr7g0265411	Medtr7g103190.1
MtrunA17_Chr5g0437861	Medtr5g083690.1
MtrunA17_Chr7g0276581	Medtr7g117530.1
MtrunA17_Chr4g0024631	Medtr4g048320.1
MtrunA17_Chr1g0190491	Medtr1g080510.1
MtrunA17_Chr3g0123081	Medtr3g086040.1
MtrunA17_Chr4g0021281	MT35v5_Medtr4g043980.1
MtrunA17_Chr5g0405141	Medtr5g097770.1
MtrunA17_Chr8g0380301	Medtr8g088230.1
MtrunA17_Chr2g0321981	Medtr2g087292.1
MtrunA17_Chr8g0393121	Medtr8g107370.1
MtrunA17_Chr5g0396781	Medtr5g009480.1
MtrunA17_Chr5g0447811	Medtr5g097680.1
MtrunA17_Chr4g0054851	Medtr4g098710.1
MtrunA17_Chr2g0317751	Medtr2g079440.1
MtrunA17_Chr3g0094481	MT35v5_contig_8698_1.1
MtrunA17_Chr3g0134841	Medtr5g021020.1
MtrunA17_Chr1g0192731	Medtr1g083995.1
MtrunA17_Chr4g0065421	Medtr4g116900.1
MtrunA17_Chr3g0093301	Medtr3g040090.1
MtrunA17_Chr4g0064091	Medtr4g114970.1
MtrunA17_Chr5g0420831	Medtr0009s0350.1
MtrunA17_Chr3g0106151	Medtr3g031580.1
MtrunA17_Chr3g0090671	Medtr3g035480.1
MtrunA17_Chr5g0406061	Medtr5g022960.1
MtrunA17_Chr4g0052251	Medtr4g096840.1
MtrunA17_Chr5g0435131	Medtr5g079710.1
MtrunA17_Chr4g0076271	Medtr4g133920.1
MtrunA17_Chr5g0408931	Medtr5g026360.1
MtrunA17_Chr3g0131821	Medtr3g098730.1
MtrunA17_Chr8g0372291	Medtr8g076340.1
MtrunA17_Chr2g0327471	Medtr2g095880.1
MtrunA17_Chr3g0106111	Medtr3g031650.1
MtrunA17_Chr3g0090491	Medtr3g034650.1
MtrunA17_Chr4g0024841	Medtr8g007240.1
MtrunA17_Chr8g0338801	Medtr8g011870.1
MtrunA17_Chr5g0411771	Medtr5g031160.1
MtrunA17_Chr7g0231271	MT4Noble_055869.1
MtrunA17_Chr4g0055381	Medtr4g099180.1
MtrunA17_Chr0c09g0493501	Medtr6g040180.1
MtrunA17_Chr7g0246111	Medtr7g075520.1
MtrunA17_Chr3g0095471	Medtr3g449950.1
MtrunA17_Chr3g0124121	Medtr3g087290.1
MtrunA17_Chr1g0199551	Medtr1g094780.1
MtrunA17_Chr4g0017931	MT35v5_Medtr4g035620.1
MtrunA17_Chr3g0124471	Medtr3g087850.1
MtrunA17_Chr2g0298091	Medtr2g036780.1
MtrunA17_Chr3g0110611	Medtr2g090930.1
MtrunA17_Chr8g0391211	Medtr8g104490.1
MtrunA17_Chr4g0067131	Medtr4g119570.1
MtrunA17_Chr1g0204111	Medtr1g101970.1
MtrunA17_Chr5g0436031	Medtr5g081130.1
MtrunA17_Chr4g0072861	Medtr4g128910.1
MtrunA17_Chr4g0052451	Medtr4g094680.1
MtrunA17_Chr1g0178911	Medtr1g060460.1
MtrunA17_Chr5g0447791	Medtr5g097660.1
MtrunA17_Chr5g0398171	Medtr5g011060.1
MtrunA17_Chr8g0369231	Medtr8g070910.1
MtrunA17_Chr5g0419891	Medtr5g046240.1
MtrunA17_Chr2g0292831	Medtr2g030855.1
MtrunA17_Chr7g0215281	Medtr7g007010.1
MtrunA17_Chr4g0010921	Medtr4g023640.1
MtrunA17_Chr4g0034411	Medtr4g068990.1
MtrunA17_Chr7g0253501	Medtr7g085930.1
MtrunA17_Chr5g0433981	Medtr5g077160.1
MtrunA17_Chr8g0380701	Medtr8g088800.1
MtrunA17_Chr4g0067801	Medtr4g120720.1
MtrunA17_Chr3g0144271	Medtr3g116070.1
MtrunA17_Chr2g0326151	Medtr2g103960.1
MtrunA17_Chr1g0153901	Medtr7g046380.1
MtrunA17_Chr5g0442601	Medtr5g090700.1
MtrunA17_Chr7g0249621	Medtr7g080460.1
MtrunA17_Chr8g0360231	Medtr8g061030.1
MtrunA17_Chr2g0294321	Medtr2g033970.1
MtrunA17_Chr8g0350061	Medtr8g032440.1
MtrunA17_Chr5g0412041	Medtr5g031630.1
MtrunA17_Chr2g0310311	Medtr2g064415.1
MtrunA17_Chr7g0222091	Medtr7g021790.1
MtrunA17_Chr2g0310471	Medtr2g065720.1
MtrunA17_Chr8g0366031	Medtr8g065900.1
MtrunA17_Chr6g0457531	Medtr6g018390.1
MtrunA17_Chr7g0251091	Medtr7g082500.1
MtrunA17_Chr4g0032341	Medtr4g064993.1
MtrunA17_Chr6g0463951	Medtr6g035395.1
MtrunA17_Chr4g0038801	Medtr4g076060.1
MtrunA17_Chr6g0461241	Medtr6g028130.1
MtrunA17_Chr4g0019931	Medtr0221s0060.1
MtrunA17_Chr6g0474121	Medtr6g466310.1
MtrunA17_Chr4g0051051	Medtr4g094375.1
MtrunA17_Chr3g0089891	Medtr3g033100.1
MtrunA17_Chr2g0294391	Medtr2g034140.1
MtrunA17_Chr7g0216021	Medtr4g037165.1
MtrunA17_Chr4g0011071	Medtr4g023980.1
MtrunA17_Chr1g0163171	MT4Noble_020562.1
MtrunA17_Chr1g0160481	Medtr1g031110.1
MtrunA17_Chr6g0478751	Medtr6g071430.1
MtrunA17_Chr1g0189461	Medtr1g078380.1
MtrunA17_Chr7g0224421	Medtr7g027275.1
MtrunA17_Chr7g0262411	Medtr7g099030.1
MtrunA17_Chr4g0067641	Medtr4g120340.1
MtrunA17_Chr8g0341781	Medtr8g016000.1
MtrunA17_Chr3g0104381	Medtr3g463150.1
MtrunA17_Chr4g0017981	Medtr4g035655.1
MtrunA17_Chr8g0356401	Medtr8g447230.1
MtrunA17_Chr1g0189301	Medtr1g078160.1
MtrunA17_Chr3g0120341	Medtr3g081580.1
MtrunA17_Chr6g0456681	Medtr6g016875.1
MtrunA17_Chr3g0098321	Medtr3g050650.1
MtrunA17_Chr7g0243701	Medtr7g070670.1
MtrunA17_Chr4g0042661	MT4Noble_026469.1
MtrunA17_Chr2g0318321	Medtr2g080240.1
MtrunA17_Chr6g0465781	Medtr4g051350.1
MtrunA17_Chr4g0009041	Medtr4g020590.1
MtrunA17_Chr2g0278891	Medtr2g008400.1
MtrunA17_Chr3g0144861	Medtr3g117050.1
MtrunA17_Chr3g0097631	Medtr3g048607.1
MtrunA17_Chr4g0062141	Medtr4g112530.1
MtrunA17_Chr6g0469051	Medtr0807s0020.1
MtrunA17_Chr3g0140621	Medtr3g110400.1
MtrunA17_Chr5g0435071	Medtr5g079590.1
MtrunA17_Chr5g0438721	Medtr5g084900.1
MtrunA17_Chr6g0451341	Medtr6g007787.1
MtrunA17_Chr3g0125081	Medtr3g088455.1
MtrunA17_Chr1g0189131	Medtr1g078000.1
MtrunA17_Chr1g0147511	Medtr1g009030.1
MtrunA17_Chr3g0084231	Medtr3g019180.1
MtrunA17_Chr2g0312321	Medtr2g064470.1
MtrunA17_Chr4g0042691	Medtr4g082300.1
MtrunA17_Chr2g0319431	Medtr2g082880.1
MtrunA17_Chr3g0114741	Medtr3g072590.1
MtrunA17_Chr5g0427651	Medtr5g066490.1
MtrunA17_Chr8g0382851	Medtr8g091620.1
MtrunA17_Chr7g0252061	Medtr7g083920.1
MtrunA17_Chr7g0221661	Medtr7g021440.1
MtrunA17_Chr4g0051351	Medtr4g094468.1
MtrunA17_Chr4g0039391	Medtr4g077210.1
MtrunA17_Chr7g0235711	Medtr7g056197.1
MtrunA17_Chr5g0441771	Medtr5g089440.1
MtrunA17_Chr8g0351381	Medtr8g035750.1
MtrunA17_Chr8g0369721	Medtr8g072140.1
MtrunA17_Chr2g0289861	Medtr2g025780.1
MtrunA17_Chr6g0456641	Medtr6g016855.1
MtrunA17_Chr3g0108361	Medtr3g062590.1
MtrunA17_Chr5g0438701	Medtr5g084870.1
MtrunA17_Chr5g0411091	Medtr5g030020.1
MtrunA17_Chr1g0171581	Medtr1g050530.1
MtrunA17_Chr8g0349291	Medtr8g031380.1
MtrunA17_Chr3g0127871	Medtr3g092670.1
MtrunA17_Chr1g0175701	Medtr0136s0060.1
MtrunA17_Chr5g0413301	Medtr5g033860.1
MtrunA17_Chr2g0330311	Medtr2g100130.5
MtrunA17_Chr6g0456301	Medtr6g016570.1
MtrunA17_Chr7g0260581	Medtr7g096040.1
MtrunA17_Chr6g0486021	Medtr6g087910.1
MtrunA17_Chr8g0348291	Medtr8g028555.1
MtrunA17_Chr5g0431361	Medtr5g072810.1
MtrunA17_Chr5g0427881	Medtr6g088715.1
MtrunA17_Chr3g0120681	Medtr3g082510.1
MtrunA17_Chr3g0101211	Medtr3g056300.1
MtrunA17_Chr4g0040241	MT35v5_Medtr5g047280.1
MtrunA17_Chr2g0332361	Medtr2g062470.1
MtrunA17_Chr8g0363181	Medtr8g469980.1
MtrunA17_Chr6g0460791	Medtr6g027540.1
MtrunA17_Chr3g0124451	Medtr3g087830.1
MtrunA17_Chr3g0084971	Medtr3g020890.1
MtrunA17_Chr1g0210121	Medtr1g111280.1
MtrunA17_Chr6g0484041	Medtr6g083300.1
MtrunA17_Chr2g0308731	MT4Noble_011278.1
MtrunA17_Chr3g0141981	Medtr3g112350.1
MtrunA17_Chr7g0268441	Medtr7g107390.1
MtrunA17_Chr7g0222391	Medtr7g022360.1
MtrunA17_Chr7g0242441	Medtr7g068520.1
MtrunA17_Chr8g0351731	Medtr8g036115.1
MtrunA17_Chr5g0445411	Medtr5g094535.1
MtrunA17_Chr8g0373171	Medtr8g077320.1
MtrunA17_Chr7g0257771	Medtr7g091990.1
MtrunA17_Chr5g0397691	Medtr5g010470.1
MtrunA17_Chr6g0450291	Medtr6g006260.1
MtrunA17_Chr4g0010461	Medtr4g022900.1
MtrunA17_Chr1g0205741	Medtr1g104850.1
MtrunA17_Chr8g0373161	Medtr8g077320.1
MtrunA17_Chr8g0376841	Medtr8g079900.1
MtrunA17_Chr1g0161831	MT4Noble_001752.1
MtrunA17_Chr4g0056461	Medtr4g101450.1
MtrunA17_Chr7g0215011	Medtr7g407090.1
MtrunA17_Chr4g0067501	Medtr4g023590.1
MtrunA17_Chr1g0202471	Medtr1g099620.1
MtrunA17_Chr4g0013191	Medtr4g029190.1
MtrunA17_Chr5g0425721	Medtr5g063100.1
MtrunA17_Chr2g0315381	Medtr2g075700.1
MtrunA17_Chr7g0260281	Medtr7g095580.1
MtrunA17_Chr1g0202831	Medtr1g100250.1
MtrunA17_Chr1g0186771	Medtr1g074410.1
MtrunA17_Chr5g0399291	Medtr5g012660.1
MtrunA17_Chr5g0438741	Medtr5g084940.1
MtrunA17_Chr8g0382151	Medtr8g090185.1
MtrunA17_Chr5g0431321	Medtr5g072730.1
MtrunA17_Chr8g0384641	Medtr8g094410.1
MtrunA17_Chr3g0122151	Medtr3g084830.1
MtrunA17_Chr8g0357301	Medtr8g056860.1
MtrunA17_Chr4g0023201	Medtr0148s0080.1
MtrunA17_Chr2g0311361	Medtr2g067510.1
MtrunA17_Chr6g0456401	Medtr6g016650.1
MtrunA17_Chr4g0004881	Medtr4g013245.1
MtrunA17_Chr1g0200371	Medtr1g096170.2
MtrunA17_Chr4g0001791	Medtr4g007460.1
MtrunA17_Chr2g0327651	Medtr2g096110.1
MtrunA17_Chr7g0224191	Medtr7g026915.1
MtrunA17_Chr8g0372331	Medtr8g076372.1
MtrunA17_Chr5g0434081	Medtr5g077280.1
MtrunA17_Chr8g0392921	Medtr8g107060.1
MtrunA17_Chr8g0383151	Medtr8g091930.1
MtrunA17_Chr5g0423691	Medtr5g056935.1
MtrunA17_Chr3g0136531	Medtr3g105470.1
MtrunA17_Chr6g0459201	Medtr6g023390.1
MtrunA17_Chr8g0375151	Medtr0189s0030.1
MtrunA17_Chr2g0282771	Medtr2g014490.2
MtrunA17_Chr2g0278061	Medtr2g007330.1
MtrunA17_CPg0492601	Medtr4g034810.1
MtrunA17_Chr2g0277671	Medtr2g006770.1
MtrunA17_Chr4g0056291	Medtr4g101070.1
MtrunA17_Chr6g0485761	Medtr6g088610.1
MtrunA17_Chr5g0441631	Medtr5g089250.1
MtrunA17_Chr4g0039511	Medtr4g077510.1
MtrunA17_Chr4g0068601	Medtr4g122635.1
MtrunA17_Chr7g0224951	Medtr1999s0010.1
MtrunA17_Chr6g0471631	Medtr6g445320.1
MtrunA17_Chr6g0462691	Medtr6g033855.1
MtrunA17_Chr1g0170411	Medtr1g040560.1
MtrunA17_Chr2g0284031	Medtr2g016280.1
MtrunA17_Chr8g0365271	Medtr8g064300.1
MtrunA17_Chr2g0290401	Medtr2g026575.1
MtrunA17_Chr8g0370861	Medtr8g074380.1
MtrunA17_Chr7g0271391	Medtr7g111570.1
MtrunA17_Chr3g0119261	Medtr3g080070.1
MtrunA17_Chr8g0360251	Medtr8g061350.1
MtrunA17_Chr2g0299131	Medtr2g039010.1
MtrunA17_Chr7g0273691	Medtr5g076700.1
MtrunA17_Chr3g0143831	Medtr3g115240.1
MtrunA17_Chr8g0376991	Medtr8g080120.1
MtrunA17_Chr2g0279571	Medtr2g009480.1
MtrunA17_Chr5g0400071	Medtr5g013780.1
MtrunA17_Chr2g0308131	Medtr2g461450.1
MtrunA17_Chr7g0262341	Medtr7g098900.1
MtrunA17_Chr4g0033541	Medtr4g067210.1
MtrunA17_Chr1g0213311	Medtr1g116180.1
MtrunA17_Chr5g0412061	Medtr5g031720.1
MtrunA17_Chr1g0177541	Medtr1g057310.1
MtrunA17_Chr5g0444911	Medtr5g093890.1
MtrunA17_Chr4g0068851	Medtr4g122960.1
MtrunA17_Chr7g0233681	Medtr7g451890.1
MtrunA17_Chr1g0202291	Medtr1g099360.1
MtrunA17_Chr6g0474321	Medtr6g089530.1
MtrunA17_Chr3g0098721	Medtr3g051240.1
MtrunA17_Chr4g0060551	Medtr4g108310.1
MtrunA17_Chr1g0177971	Medtr1g058100.3
MtrunA17_Chr2g0291971	Medtr2g029390.1
MtrunA17_Chr8g0353111	Medtr8g039110.1
MtrunA17_Chr3g0129161	Medtr3g094800.1
MtrunA17_Chr5g0396491	Medtr5g009080.1
MtrunA17_Chr3g0127301	Medtr3g091940.1
MtrunA17_Chr2g0333251	Medtr2g104070.1
MtrunA17_Chr5g0395371	Medtr5g007545.1
MtrunA17_Chr4g0034581	Medtr4g069220.1
MtrunA17_Chr4g0005091	Medtr4g013355.1
MtrunA17_Chr2g0322731	Medtr2g088470.1
MtrunA17_Chr8g0376351	Medtr2g023340.1
MtrunA17_Chr2g0298211	MT35v5_Medtr2g036990.1
MtrunA17_Chr5g0444711	Medtr5g093580.1
MtrunA17_Chr5g0442371	Medtr5g090345.1
MtrunA17_Chr1g0147071	Medtr1g008160.1
MtrunA17_Chr4g0075661	Medtr4g133000.1
MtrunA17_Chr7g0227431	Medtr7g033745.1
MtrunA17_Chr7g0222241	Medtr7g021990.1
MtrunA17_Chr4g0022241	Medtr4g037660.1
MtrunA17_Chr8g0337291	Medtr4g074150.1
MtrunA17_Chr7g0228341	Medtr7g035290.1
MtrunA17_Chr7g0241201	Medtr7g066290.1
MtrunA17_Chr4g0040891	Medtr4g079500.1
MtrunA17_Chr5g0447931	Medtr5g097890.1
MtrunA17_Chr1g0153791	Medtr1g019960.1
MtrunA17_Chr4g0050591	Medtr4g094285.1
MtrunA17_Chr4g0048571	Medtr4g091570.1
MtrunA17_Chr4g0058241	Medtr4g104620.4
MtrunA17_Chr8g0387291	Medtr8g098770.1
MtrunA17_Chr4g0013691	Medtr4g030830.1
MtrunA17_Chr7g0219561	Medtr7g015220.1
MtrunA17_Chr4g0009131	Medtr4g112550.1
MtrunA17_Chr5g0431561	Medtr5g073180.1
MtrunA17_Chr3g0114151	Medtr3g071850.1
MtrunA17_Chr3g0097311	Medtr3g452760.1
MtrunA17_Chr3g0086381	Medtr3g023870.1
MtrunA17_Chr4g0061241	Medtr4g109270.1
MtrunA17_Chr2g0325221	Medtr2g091010.1
MtrunA17_Chr3g0131741	Medtr3g498775.1
MtrunA17_Chr3g0115181	Medtr3g073260.1
MtrunA17_Chr5g0394951	Medtr5g006900.1
MtrunA17_Chr5g0415501	Medtr5g037490.1
MtrunA17_Chr7g0272621	Medtr7g113170.1
MtrunA17_Chr2g0291021	Medtr2g027860.1
MtrunA17_Chr6g0462801	Medtr6g033955.1
MtrunA17_Chr8g0339681	Medtr8g012775.3
MtrunA17_Chr5g0407081	Medtr5g024240.1
MtrunA17_Chr3g0140511	Medtr3g110340.1
MtrunA17_Chr5g0408611	Medtr5g026000.1
MtrunA17_Chr4g0074581	Medtr4g131830.1
MtrunA17_Chr1g0213651	Medtr1g116870.1
MtrunA17_Chr7g0258091	Medtr7g092450.1
MtrunA17_Chr3g0093531	Medtr8g041240.1
MtrunA17_Chr8g0365921	Medtr8g065050.1
MtrunA17_Chr7g0248651	Medtr7g079140.1
MtrunA17_Chr2g0319141	Medtr2g082340.1
MtrunA17_Chr7g0265141	Medtr7g102550.1
MtrunA17_Chr6g0476401	Medtr6g060470.1
MtrunA17_Chr7g0224991	Medtr8g045210.1
MtrunA17_Chr5g0442691	Medtr5g090810.1
MtrunA17_Chr7g0264491	Medtr7g101840.1
MtrunA17_Chr3g0079211	Medtr3g008430.1
MtrunA17_Chr5g0437671	Medtr5g083340.1
MtrunA17_Chr8g0353451	Medtr8g039990.1
MtrunA17_Chr6g0482251	Medtr6g078780.1
MtrunA17_Chr1g0191851	Medtr1g082920.1
MtrunA17_Chr7g0218831	Medtr7g013240.1
MtrunA17_Chr1g0197321	Medtr1g090710.1
MtrunA17_Chr8g0389631	Medtr8g102190.1
MtrunA17_Chr6g0471741	Medtr0042s0040.1
MtrunA17_Chr3g0097481	Medtr3g452870.1
MtrunA17_Chr8g0350551	Medtr0002s1060.1
MtrunA17_Chr5g0447851	Medtr5g097770.1
MtrunA17_Chr4g0050811	Medtr4g094325.1
MtrunA17_Chr5g0437471	Medtr5g083110.1
MtrunA17_Chr1g0205721	Medtr1g104820.1
MtrunA17_Chr3g0094601	Medtr3g035710.1
MtrunA17_Chr4g0068721	Medtr4g122750.1
MtrunA17_Chr6g0453521	Medtr6g012770.1
MtrunA17_Chr8g0339981	Medtr8g013045.1
MtrunA17_Chr5g0414181	Medtr5g035240.1
MtrunA17_Chr5g0448171	Medtr5g098280.1
MtrunA17_Chr2g0282291	Medtr5g057715.1
MtrunA17_Chr2g0327561	Medtr2g095980.1
MtrunA17_Chr1g0156871	Medtr1g025620.1
MtrunA17_Chr3g0103041	Medtr3g061090.1
MtrunA17_Chr4g0010041	Medtr4g021875.1
MtrunA17_Chr6g0471381	Medtr0042s0190.1
MtrunA17_Chr1g0200421	MT4Noble_006017.1
MtrunA17_Chr4g0067921	Medtr4g120950.1
MtrunA17_Chr3g0091461	Medtr3g437630.1
MtrunA17_Chr2g0302001	Medtr2g044810.1
MtrunA17_Chr8g0390581	Medtr8g083450.1
MtrunA17_Chr4g0038651	Medtr4g075640.1
MtrunA17_Chr7g0255761	Medtr7g089080.1
MtrunA17_Chr1g0187081	Medtr1g075280.1
MtrunA17_Chr5g0410961	Medtr5g029840.1
MtrunA17_Chr6g0486541	Medtr6g088280.1
MtrunA17_Chr7g0243601	Medtr7g070560.1
MtrunA17_Chr3g0120781	Medtr6g042090.1
MtrunA17_Chr3g0131591	Medtr3g098560.1
MtrunA17_Chr5g0419241	Medtr6g038890.1
MtrunA17_Chr5g0433191	Medtr5g076150.1
MtrunA17_Chr6g0476591	Medtr6g060260.1
MtrunA17_Chr5g0394271	Medtr5g005950.1
MtrunA17_Chr8g0362261	Medtr8g468430.1
MtrunA17_Chr6g0463711	Medtr6g035010.1
MtrunA17_Chr1g0163091	MT35v5_contig_174013_1.1
MtrunA17_Chr4g0056821	MT35v5_Medtr4g102080.1
MtrunA17_Chr8g0361031	Medtr8g465010.1
MtrunA17_Chr3g0087261	Medtr3g026400.1
MtrunA17_Chr8g0352011	MT4Noble_050206.1
MtrunA17_Chr4g0061091	Medtr4g109020.1
MtrunA17_Chr1g0213791	Medtr1g116790.1
MtrunA17_Chr3g0102401	Medtr3g460760.1
MtrunA17_Chr1g0147841	Medtr1g009600.1
MtrunA17_Chr1g0198101	Medtr1g492670.1
MtrunA17_Chr3g0119571	Medtr3g080450.1
MtrunA17_Chr8g0348301	Medtr8g028550.1
MtrunA17_Chr7g0214361	Medtr7g006260.1
MtrunA17_Chr4g0063971	Medtr0339s0020.1
MtrunA17_Chr4g0037631	Medtr4g074150.1
MtrunA17_Chr4g0062061	Medtr4g112620.1
MtrunA17_Chr1g0152931	Medtr1g018760.1
