locus_tag	ftype	length_bp	gene	EC_number	COG	product
USDA1021_04047	CDS	1002			COG2826	IS30 family transposase ISRle2
USDA1021_04048	CDS	1680				hypothetical protein
USDA1021_04049	CDS	450			COG2764	putative protein
USDA1021_04050	CDS	591	tetR_2			DNA-binding transcriptional repressor TetR
USDA1021_04051	CDS	138				hypothetical protein
USDA1021_04052	CDS	1083				hypothetical protein
USDA1021_04053	CDS	651				hypothetical protein
USDA1021_04054	CDS	1077				hypothetical protein
USDA1021_04055	CDS	1494	rbsA_4	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
USDA1021_04056	CDS	972	rbsC_6		COG1172	Ribose import permease protein RbsC
USDA1021_04057	CDS	951				hypothetical protein
USDA1021_04058	CDS	657				hypothetical protein
USDA1021_04059	CDS	378				hypothetical protein
USDA1021_04060	CDS	459				hypothetical protein
USDA1021_04061	CDS	888				hypothetical protein
USDA1021_04062	CDS	1038				hypothetical protein
USDA1021_04063	CDS	246				hypothetical protein
USDA1021_04064	CDS	873	argP_2			HTH-type transcriptional regulator ArgP
USDA1021_04065	CDS	705	dehH2	3.8.1.3		Haloacetate dehalogenase H-2
USDA1021_04066	CDS	792				hypothetical protein
USDA1021_04067	CDS	123				hypothetical protein
USDA1021_04068	CDS	1071	iolG_10	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
USDA1021_04069	CDS	297				hypothetical protein
USDA1021_04070	CDS	840	hchA_1	3.1.2.-		Protein/nucleic acid deglycase HchA
USDA1021_04071	CDS	693	hchA_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
USDA1021_04072	CDS	276	ycdF_2	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
USDA1021_04073	CDS	957	pgrR_13			HTH-type transcriptional regulator PgrR
USDA1021_04074	CDS	348				hypothetical protein
USDA1021_04075	CDS	810				hypothetical protein
USDA1021_04076	CDS	1095				hypothetical protein
USDA1021_04077	CDS	456				hypothetical protein
USDA1021_04078	CDS	1239				putative transporter
USDA1021_04079	CDS	891				hypothetical protein
USDA1021_04080	CDS	915	syrM1_2			HTH-type transcriptional regulator SyrM 1
USDA1021_04081	CDS	261				hypothetical protein
USDA1021_04082	CDS	753	yidZ			HTH-type transcriptional regulator YidZ
USDA1021_04083	CDS	852		3.5.2.6		Beta-lactamase
USDA1021_04084	CDS	897	blaP_2	3.5.2.6		Beta-lactamase
USDA1021_04085	CDS	90				hypothetical protein
USDA1021_04086	CDS	264	ku_2			Non-homologous end joining protein Ku
USDA1021_04087	CDS	717				hypothetical protein
USDA1021_04088	CDS	207				hypothetical protein
USDA1021_04089	CDS	948				hypothetical protein
USDA1021_04090	CDS	900	gcvA_7			Glycine cleavage system transcriptional activator
USDA1021_04091	CDS	1500	oxyS	1.14.13.234		12-dehydrotetracycline 5-monooxygenase/anhydrotetracycline 6-monooxygenase
USDA1021_04092	CDS	1239				hypothetical protein
USDA1021_04093	CDS	639		1.6.5.2		NAD(P)H dehydrogenase (quinone)
USDA1021_04094	CDS	921	yhaJ			HTH-type transcriptional regulator YhaJ
USDA1021_04095	CDS	510				hypothetical protein
USDA1021_04096	CDS	993				hypothetical protein
USDA1021_04097	CDS	393				hypothetical protein
USDA1021_04098	CDS	345				hypothetical protein
USDA1021_04099	CDS	219				hypothetical protein
USDA1021_04100	CDS	213				hypothetical protein
USDA1021_04101	CDS	342				hypothetical protein
USDA1021_04102	CDS	201				hypothetical protein
USDA1021_04103	CDS	1779				hypothetical protein
USDA1021_04104	CDS	1314	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
USDA1021_04105	CDS	276				hypothetical protein
USDA1021_04106	CDS	381				hypothetical protein
USDA1021_04107	CDS	300				hypothetical protein
USDA1021_04108	CDS	195				hypothetical protein
USDA1021_04109	CDS	1839	pbpF		COG0744	Penicillin-binding protein 1F
USDA1021_04110	CDS	171				hypothetical protein
USDA1021_04111	CDS	1536				hypothetical protein
USDA1021_04112	CDS	564				hypothetical protein
USDA1021_04113	CDS	1227				hypothetical protein
USDA1021_04114	CDS	507	msrA3	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 3
USDA1021_04115	CDS	444	msrB_3	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
USDA1021_04116	CDS	876				hypothetical protein
USDA1021_04117	CDS	999	trxB_3	1.8.1.9	COG0492	Thioredoxin reductase
USDA1021_04118	CDS	153				hypothetical protein
USDA1021_04119	CDS	621				hypothetical protein
USDA1021_04120	CDS	909				hypothetical protein
USDA1021_04121	CDS	456				hypothetical protein
USDA1021_04122	CDS	417				hypothetical protein
USDA1021_04123	CDS	1425	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
USDA1021_04124	CDS	450				hypothetical protein
USDA1021_04125	CDS	327				hypothetical protein
USDA1021_04126	CDS	372				hypothetical protein
USDA1021_04127	CDS	1275	fccB	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
USDA1021_04128	CDS	471				hypothetical protein
USDA1021_04129	CDS	1137	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
USDA1021_04130	CDS	720				hypothetical protein
USDA1021_04131	CDS	609				hypothetical protein
USDA1021_04132	CDS	1299	hemA_2	2.3.1.37	COG0156	5-aminolevulinate synthase
USDA1021_04133	CDS	1641	groL1_2		COG0459	60 kDa chaperonin 1
USDA1021_04134	CDS	243				hypothetical protein
USDA1021_04135	CDS	1440	fixN_1	1.9.3.1		Cytochrome c oxidase subunit 1 , bacteroid
USDA1021_04136	CDS	1665				hypothetical protein
USDA1021_04137	CDS	225				hypothetical protein
USDA1021_04138	CDS	99				hypothetical protein
USDA1021_04139	CDS	123				hypothetical protein
USDA1021_04140	CDS	729				hypothetical protein
USDA1021_04141	CDS	2214	copA_1	7.2.2.8		Copper-exporting P-type ATPase
USDA1021_04142	CDS	972	tdcB_1	4.3.1.19		L-threonine dehydratase catabolic TdcB
USDA1021_04143	CDS	993	arcB_1	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
USDA1021_04144	CDS	1326	abo_3	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
USDA1021_04145	CDS	477	lrp_7		COG1522	Leucine-responsive regulatory protein
USDA1021_04146	CDS	1656	gsiA_7	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
USDA1021_04147	CDS	864	gsiD_4		COG1173	Glutathione transport system permease protein GsiD
USDA1021_04148	CDS	951	gsiC_9		COG0601	Glutathione transport system permease protein GsiC
USDA1021_04149	CDS	1611	dppA_4		COG0747	Periplasmic dipeptide transport protein
USDA1021_04150	CDS	909				hypothetical protein
USDA1021_04151	CDS	1377	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
USDA1021_04152	CDS	837				hypothetical protein
USDA1021_04153	CDS	669	hadL	3.8.1.2		(S)-2-haloacid dehalogenase
USDA1021_04154	CDS	1278	puuB_4	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
USDA1021_04155	CDS	1455	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
USDA1021_04156	CDS	1044	ttuC	1.1.1.93		putative tartrate dehydrogenase/decarboxylase TtuC
USDA1021_04157	CDS	1464	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
USDA1021_04158	CDS	354				hypothetical protein
USDA1021_04159	CDS	924	ghrA_2	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
USDA1021_04160	CDS	1125	argE	3.5.1.16		Acetylornithine deacetylase
USDA1021_04161	CDS	891				hypothetical protein
USDA1021_04162	CDS	1311				hypothetical protein
USDA1021_04163	CDS	603	mhqD_1	3.1.-.-	COG0400	Putative hydrolase MhqD
USDA1021_04164	CDS	222	mhqO_2	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
USDA1021_04165	CDS	453				hypothetical protein
USDA1021_04166	CDS	900	dmlR_8			HTH-type transcriptional regulator DmlR
USDA1021_04167	CDS	909	rhaR_3			HTH-type transcriptional activator RhaR
USDA1021_04168	CDS	909	rhaR_4			HTH-type transcriptional activator RhaR
USDA1021_04169	CDS	912	rhaR_5			HTH-type transcriptional activator RhaR
USDA1021_04170	CDS	651	ycaC_3	4.-.-.-	COG1335	putative hydrolase YcaC
USDA1021_04171	CDS	309				hypothetical protein
USDA1021_04172	CDS	1986	nfdA_2	3.5.1.91		N-substituted formamide deformylase
USDA1021_04173	CDS	459				hypothetical protein
USDA1021_04174	CDS	1593	entS_5			Enterobactin exporter EntS
USDA1021_04175	CDS	975				hypothetical protein
USDA1021_04176	CDS	831	cpo_4	1.11.1.10		Non-heme chloroperoxidase
USDA1021_04177	CDS	249				hypothetical protein
USDA1021_04178	CDS	1902	kup_1			Low affinity potassium transport system protein kup
USDA1021_04179	CDS	270				hypothetical protein
USDA1021_04180	CDS	123				hypothetical protein
USDA1021_04181	CDS	252				hypothetical protein
USDA1021_04182	CDS	423				hypothetical protein
USDA1021_04183	CDS	3357				hypothetical protein
USDA1021_04184	CDS	669			COG3039	IS5 family transposase ISNisp7
USDA1021_04185	CDS	450			COG3039	IS5 family transposase ISNisp7
USDA1021_04186	CDS	345				hypothetical protein
USDA1021_04187	CDS	177				hypothetical protein
USDA1021_04188	CDS	894	hdfR_5			HTH-type transcriptional regulator HdfR
USDA1021_04189	CDS	444				hypothetical protein
USDA1021_04190	CDS	339				hypothetical protein
USDA1021_04191	CDS	252				hypothetical protein
USDA1021_04192	CDS	102				hypothetical protein
USDA1021_04193	CDS	1371				hypothetical protein
USDA1021_04194	CDS	186				hypothetical protein
USDA1021_04195	CDS	306				hypothetical protein
USDA1021_04196	CDS	240				hypothetical protein
USDA1021_04197	CDS	360				hypothetical protein
USDA1021_04198	CDS	252				hypothetical protein
USDA1021_04199	CDS	486				hypothetical protein
USDA1021_04200	CDS	1317		5.1.1.21	COG0160	Isoleucine 2-epimerase
USDA1021_04201	CDS	1050	thrB_2	2.7.1.39		Homoserine kinase
USDA1021_04202	CDS	681	mcbR_3		COG1802	HTH-type transcriptional regulator McbR
USDA1021_04203	CDS	741	fabG_11	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
USDA1021_04204	CDS	1053				hypothetical protein
USDA1021_04205	CDS	1116	potA_4	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
USDA1021_04206	CDS	1179				hypothetical protein
USDA1021_04207	CDS	783				hypothetical protein
USDA1021_04208	CDS	1380				hypothetical protein
USDA1021_04209	CDS	180				hypothetical protein
USDA1021_04210	CDS	900	rhaR_6			HTH-type transcriptional activator RhaR
USDA1021_04211	CDS	2139	fhuA_3		COG1629	Ferrichrome outer membrane transporter/phage receptor
USDA1021_04212	CDS	996				hypothetical protein
USDA1021_04213	CDS	1047	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
USDA1021_04214	CDS	1038	yfhA_1		COG0609	putative siderophore transport system permease protein YfhA
USDA1021_04215	CDS	843	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
USDA1021_04216	CDS	1071				hypothetical protein
USDA1021_04217	CDS	897				hypothetical protein
USDA1021_04218	CDS	882	hdfR_6			HTH-type transcriptional regulator HdfR
USDA1021_04219	CDS	1065	hcr_1	1.-.-.-	COG1018	NADH oxidoreductase HCR
USDA1021_04220	CDS	900				hypothetical protein
USDA1021_04221	CDS	168				hypothetical protein
USDA1021_04222	CDS	354				hypothetical protein
USDA1021_04223	CDS	1470	betB_3	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
USDA1021_04224	CDS	1002				hypothetical protein
USDA1021_04225	CDS	891		3.1.1.10		Tropinesterase
USDA1021_04226	CDS	612	betI_3		COG1309	HTH-type transcriptional regulator BetI
USDA1021_04227	CDS	996	rhaR_7			HTH-type transcriptional activator RhaR
USDA1021_04228	CDS	546	nicF	3.5.1.107	COG1335	Maleamate amidohydrolase
USDA1021_04229	CDS	945	pgrR_14			HTH-type transcriptional regulator PgrR
USDA1021_04230	CDS	1803	adeC_2	3.5.4.2		Adenine deaminase
USDA1021_04231	CDS	1401	adeP_1		COG2252	Adenine permease AdeP
USDA1021_04232	CDS	1788	ade	3.5.4.2	COG1001	Adenine deaminase
USDA1021_04233	CDS	546				hypothetical protein
USDA1021_04234	CDS	894	arg	3.5.3.1		Arginase
USDA1021_04235	CDS	297				hypothetical protein
USDA1021_04236	CDS	408				hypothetical protein
USDA1021_04237	CDS	474				IS630 family transposase ISRm2011-2
USDA1021_04238	CDS	417	ros_3		COG4957	Transcriptional regulatory protein ros
USDA1021_04239	CDS	1179				hypothetical protein
USDA1021_04240	CDS	594				hypothetical protein
USDA1021_04241	CDS	210				hypothetical protein
USDA1021_04242	CDS	474				IS630 family transposase ISRm10-1
USDA1021_04243	CDS	384				hypothetical protein
USDA1021_04244	CDS	456				hypothetical protein
USDA1021_04245	CDS	600				hypothetical protein
USDA1021_04246	CDS	282				hypothetical protein
USDA1021_04247	CDS	1635				IS66 family transposase IS66
USDA1021_04248	CDS	348				hypothetical protein
USDA1021_04249	CDS	396				hypothetical protein
USDA1021_04250	CDS	975				hypothetical protein
USDA1021_04251	CDS	702				hypothetical protein
USDA1021_04252	CDS	255				hypothetical protein
USDA1021_04253	CDS	1428	trkI_2		COG0168	Trk system potassium uptake protein TrkI
USDA1021_04254	CDS	153				hypothetical protein
USDA1021_04255	CDS	336	fixJ_1			Transcriptional regulatory protein FixJ
USDA1021_04256	CDS	642	tmoT_1			Response regulator protein TmoT
USDA1021_04257	CDS	1920	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
USDA1021_04258	CDS	1668		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
USDA1021_04259	CDS	1014				hypothetical protein
USDA1021_04260	CDS	2304				hypothetical protein
USDA1021_04261	CDS	276				hypothetical protein
USDA1021_04262	CDS	1305				hypothetical protein
USDA1021_04263	CDS	1059	tqsA_1		COG0628	AI-2 transport protein TqsA
USDA1021_04264	CDS	639				hypothetical protein
USDA1021_04265	CDS	198				hypothetical protein
USDA1021_04266	CDS	495				hypothetical protein
USDA1021_04267	CDS	291				hypothetical protein
USDA1021_04268	CDS	1260	arcA_2	3.5.3.6	COG2235	Arginine deiminase
USDA1021_04269	CDS	1422	arcD_1		COG0531	Arginine/ornithine antiporter
USDA1021_04270	CDS	1428	arcD_2		COG0531	Arginine/ornithine antiporter
USDA1021_04271	CDS	480				hypothetical protein
USDA1021_04272	CDS	1167	bepF_4			Efflux pump periplasmic linker BepF
USDA1021_04273	CDS	3135	bepG_1			Efflux pump membrane transporter BepG
USDA1021_04274	CDS	585				hypothetical protein
USDA1021_04275	CDS	474				IS630 family transposase ISRm2011-2
USDA1021_04276	CDS	408				hypothetical protein
USDA1021_04277	CDS	213				hypothetical protein
USDA1021_04278	CDS	699				hypothetical protein
USDA1021_04279	CDS	726				hypothetical protein
USDA1021_04280	CDS	786	hyuA_3	5.1.99.5	COG4126	Hydantoin racemase
USDA1021_04281	CDS	1578	nikA_1		COG0747	Nickel-binding periplasmic protein
USDA1021_04282	CDS	936	gsiC_10		COG0601	Glutathione transport system permease protein GsiC
USDA1021_04283	CDS	900	gsiD_5		COG1173	Glutathione transport system permease protein GsiD
USDA1021_04284	CDS	996	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
USDA1021_04285	CDS	1023	btuD_12	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
USDA1021_04286	CDS	720				hypothetical protein
USDA1021_04287	CDS	96				hypothetical protein
USDA1021_04288	CDS	1323				hypothetical protein
USDA1021_04289	CDS	276	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
USDA1021_04290	CDS	270				hypothetical protein
USDA1021_04291	CDS	342				hypothetical protein
USDA1021_04292	CDS	123				hypothetical protein
USDA1021_04293	CDS	144				hypothetical protein
USDA1021_04294	CDS	954	pgrR_15			HTH-type transcriptional regulator PgrR
USDA1021_04295	CDS	321				hypothetical protein
USDA1021_04296	CDS	780	ucpA_1	1.-.-.-		Oxidoreductase UcpA
USDA1021_04297	CDS	660				hypothetical protein
USDA1021_04298	CDS	924	nodD2_3			Nodulation protein D 2
USDA1021_04299	CDS	978				hypothetical protein
USDA1021_04300	CDS	1080	nemA_2	1.3.1.-	COG1902	N-ethylmaleimide reductase
USDA1021_04301	CDS	795	dmlR_9			HTH-type transcriptional regulator DmlR
USDA1021_04302	CDS	1755	ybaL		COG1226	Putative cation/proton antiporter YbaL
USDA1021_04303	CDS	717				hypothetical protein
USDA1021_04304	CDS	267				hypothetical protein
USDA1021_04305	CDS	354				hypothetical protein
USDA1021_04306	CDS	1653				IS66 family transposase ISRosp4
USDA1021_04307	CDS	675				hypothetical protein
USDA1021_04308	CDS	1476	petC_2	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
USDA1021_04309	CDS	3384				hypothetical protein
USDA1021_04310	CDS	387				hypothetical protein
USDA1021_04311	CDS	210				hypothetical protein
USDA1021_04312	CDS	1398	exsH_1	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExsH
USDA1021_04313	CDS	456				hypothetical protein
USDA1021_04314	CDS	294				hypothetical protein
USDA1021_04315	CDS	1764				hypothetical protein
USDA1021_04316	CDS	1284				hypothetical protein
USDA1021_04317	CDS	513				hypothetical protein
USDA1021_04318	CDS	1296				hypothetical protein
USDA1021_04319	CDS	513				hypothetical protein
USDA1021_04320	CDS	792				hypothetical protein
USDA1021_04321	CDS	1746				hypothetical protein
USDA1021_04322	CDS	426				hypothetical protein
USDA1021_04323	CDS	171				hypothetical protein
USDA1021_04324	CDS	1431				hypothetical protein
USDA1021_04325	CDS	1002				hypothetical protein
USDA1021_04326	CDS	966				hypothetical protein
USDA1021_04327	CDS	1065	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
USDA1021_04328	CDS	2127	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
USDA1021_04329	CDS	1641				hypothetical protein
USDA1021_04330	CDS	669				hypothetical protein
USDA1021_04331	CDS	1362				hypothetical protein
USDA1021_04332	CDS	684	degU_2		COG2197	Transcriptional regulatory protein DegU
USDA1021_04333	CDS	3216				hypothetical protein
USDA1021_04334	CDS	672	pcm_3	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
USDA1021_04335	CDS	501	nuoJ_2	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
USDA1021_04336	CDS	303	nuoK_2	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
USDA1021_04337	CDS	1464	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
USDA1021_04338	CDS	255				hypothetical protein
USDA1021_04339	CDS	1761	ndhB_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
USDA1021_04340	CDS	1476	nuoM_2	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
USDA1021_04341	CDS	1440	ndhB_4	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
USDA1021_04342	CDS	459	ndhC_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
USDA1021_04343	CDS	504	nqo6	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
USDA1021_04344	CDS	549	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
USDA1021_04345	CDS	1215	nqo4	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4
USDA1021_04346	CDS	507	nqo2_2	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit 2
USDA1021_04347	CDS	1266	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
USDA1021_04348	CDS	2562	sfrA	1.-.-.-	COG3383	NADPH-Fe(3+) oxidoreductase subunit alpha
USDA1021_04349	CDS	441				hypothetical protein
USDA1021_04350	CDS	567	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
USDA1021_04351	CDS	987	nuoH_2	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
USDA1021_04352	CDS	192				hypothetical protein
USDA1021_04353	CDS	921				hypothetical protein
USDA1021_04354	CDS	1065				hypothetical protein
USDA1021_04355	CDS	1536	mglA_4	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
USDA1021_04356	CDS	1095				Purine-binding protein
USDA1021_04357	CDS	771				hypothetical protein
USDA1021_04358	CDS	867		1.14.13.128		putative methylxanthine N7-demethylase NdmC
USDA1021_04359	CDS	906		1.14.13.128		putative methylxanthine N7-demethylase NdmC
USDA1021_04360	CDS	1767	ndmD	1.-.-.-		Oxidoreductase NdmD
USDA1021_04361	CDS	648	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
USDA1021_04362	CDS	1113	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
USDA1021_04363	CDS	234				hypothetical protein
USDA1021_04364	CDS	924	pgrR_16			HTH-type transcriptional regulator PgrR
USDA1021_04365	CDS	447	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
